,lines,name,type
1090,i want all the names of all the other people he had with him and i don't care what you have to do to him to get 'em you understand, casino ,Drama
1091,fine fine, casino ,Drama
1092,how are you, casino ,Drama
1093,hey frankie, casino ,Drama
1094,and how are things going down there, casino ,Drama
1095,but i knew how to keep the bosses happy whenever they gave me little jobs to do you know to send a message i would carry things out, casino ,Drama
1096,uh huh good, casino ,Drama
1097,want me to take this for you, casino ,Drama
1098,fine, casino ,Drama
1099,yeah, casino ,Drama
1100,uh huh mi raccomando italian american slang for 'i'm counting on you', casino ,Drama
1101,all right, casino ,Drama
1102,not like your fuckin' friends out there that without brains okay, casino ,Drama
1103,mm, casino ,Drama
1104,keep a good eye on him he's makin' a lot of money for us and he's gonna continue makin' a lot of money for us so keep a good eye on him, casino ,Drama
1105,mm, casino ,Drama
1106,t'aggia parla italian american slang for 'i've got to talk to you' nicky see that guy, casino ,Drama
1107,i'll be right out, casino ,Drama
1108,hey nick vien acca italian american slang for 'come here', casino ,Drama
1109,keepin' remo happy with money was the greatest insurance policy in the world, casino ,Drama
1110,ace, casino ,Drama
1111,that's enough now, casino ,Drama
1112,i mean unless ace made his bet, casino ,Drama
1113,ma che cazzo, casino ,Drama
1114,but back then the bosses didn't give a fuck about whether he enjoyed himself of not to them he was a cash register all they had to do was ring the bell and take the money especially remo who was a fuckin' degenerate gambler who always lost, casino ,Drama
1115,definitely the most important guy in this room, casino ,Drama
1116,you got a round figure on it, casino ,Drama
1117,okay yeah, casino ,Drama
1118,you fucked with me for the last time, casino ,Drama
1119,all right be careful, casino ,Drama
1120,i'm going' to the fbi i'm not scared anymore, casino ,Drama
1121,all right all right, casino ,Drama
1122,i don't need you i have my own fuckin' money, casino ,Drama
1123,get the fuck out of here, casino ,Drama
1124,get the fuck out of here get out get the fuck out, casino ,Drama
1125,ah you fuck you're such a fuckin' asshole, casino ,Drama
1126,how the fuck am i gonna get your fuckin' money now you think he's gonna give you fuckin' money are you out of your mind look what you just did to this fuckin' guy if you would have just kept your fuckin' mouth shut ah what the fuck is the use i should've never got invol, casino ,Drama
1127,what about my money, casino ,Drama
1128,hey don't be such a fuckin' smartass will you i mean i know the fuckin' guy thirty five years i'm gonna fuckin' whack him for you fuck motherfucker i knew this i knew it, casino ,Drama
1129,oh well then have him killed and get it over with, casino ,Drama
1130,i'm not gonna kill him shut the fuck up what do you know what you're talkin' about i'm not killing anyb, casino ,Drama
1131,if it's so fuckin' dangerous then why don't you kill him, casino ,Drama
1132,i told you this was fuckin' dangerous remember i said 'ginger this is a dangerous situation be very careful ' you fuckin' yessed me to death, casino ,Drama
1133,me i said nothin' i said i said 'no no no ' everything he said i just kept sayin' no, casino ,Drama
1134,what did i tell you supposing he goes back home and makes a fuckin' beef i gotta know exactly what you said tell me what you said to him, casino ,Drama
1135,yeah uh huh, casino ,Drama
1136,it's what you want, casino ,Drama
1137,thank you yeah yeah yeah, casino ,Drama
1138,yes i will it's what you want isn't it huh, casino ,Drama
1139,nicky please, casino ,Drama
1140,mm okay don't worry about it nobody'll fuck with ya anymore i'll take care of ya, casino ,Drama
1141,yeah, casino ,Drama
1142,a sponsor, casino ,Drama
1143,yeah, casino ,Drama
1144,is that what you want, casino ,Drama
1145,i do i need a new sponsor, casino ,Drama
1146,i need some help i do i need some help you gotta help me i need a new sponsor nicky, casino ,Drama
1147,come on don't be scared, casino ,Drama
1148,i'm not and he scares the shit out of me i never know what he's gonna do, casino ,Drama
1149,yes you are, casino ,Drama
1150,i'm not as tough as you think i am, casino ,Drama
1151,come on come on you're a toughie you can take this don't cry, casino ,Drama
1152,he hates my fuckin' guts, casino ,Drama
1153,exactly he hates me, casino ,Drama
1154,he really thinks who the fuck he is i'll tell you that, casino ,Drama
1155,no he's not, casino ,Drama
1156,everything went to his head, casino ,Drama
1157,sure did, casino ,Drama
1158,yeah boy he really fucked himself up out here didn't he, casino ,Drama
1159,'cause you always tell me the right thing to do, casino ,Drama
1160,yes you did, casino ,Drama
1161,i did what you told me to, casino ,Drama
1162,you did i like that i like that that's what i like about you you did the right thing, casino ,Drama
1163,exactly, casino ,Drama
1164,you did you're right, casino ,Drama
1165,i didn't i didn't i mean i did but then i did exactly what you told me to do and i came right back, casino ,Drama
1166,no he wouldn't i would have and he'd've been right too i mean seriously well there's one thing you don't do you don't take a guy's kid and then take off, casino ,Drama
1167,he's so fuckin' lucky i could have buried him i could have gone to europe and taken the baby and then he'd've tracked me down and he'd've killed me, casino ,Drama
1168,yeah right that's sammy and he's probably got it there too, casino ,Drama
1169,he holds that key so tight he's probably got it stuck up his ass, casino ,Drama
1170,hm, casino ,Drama
1171,yeah 'cause you know he's never gonna give me my jewelry, casino ,Drama
1172,you know, casino ,Drama
1173,mm hm, casino ,Drama
1174,see who i got in there gotta get somebody i can trust, casino ,Drama
1175,okay, casino ,Drama
1176,let me think about that, casino ,Drama
1177,well i was thinkin' maybe you know somebody at the bank could help me get my jewelry out there's a lot of money in there lot of money in there and i'd be willing to take care of anybody who helped me out, casino ,Drama
1178,yeah, casino ,Drama
1179,yeah, casino ,Drama
1180,tell me what you were gonna say go ahead, casino ,Drama
1181,i don't, casino ,Drama
1182,what were you gonna say go ahead, casino ,Drama
1183,nothin', casino ,Drama
1184,what what, casino ,Drama
1185,oh you're right i know it's well i was just, casino ,Drama
1186,i mean listen two people don't get along at some point you gotta call it i mean it's none of my business but i i think that's what you gotta do you gotta take it somewhere, casino ,Drama
1187,bye, casino ,Drama
1188,and listen don't do anything else crazy okay you all right okay, casino ,Drama
1189,i'll be there, casino ,Drama
1190,so i'm gonna call you back in an hour at this number and you're gonna be there right, casino ,Drama
1191,yeah uh huh okay, casino ,Drama
1192,you just relax and call me back here in exactly an hour on this phone and i'll see what i can do, casino ,Drama
1193,no i really do i think he's gonna kill me, casino ,Drama
1194,you just relax nobody's killin' anybody do you hear, casino ,Drama
1195,it's all right, casino ,Drama
1196,thank you, casino ,Drama
1197,yeah, casino ,Drama
1198,thanks, casino ,Drama
1199,come on now i don't want to see you unhappy, casino ,Drama
1200,you're so nice, casino ,Drama
1201,you're a beautiful girl you don't want to ruin your looks i've seen a lot of girls get shot to hell from this stuff, casino ,Drama
1202,oh come on, casino ,Drama
1203,and take it easy with this shit will you i mean this can only make matters worse, casino ,Drama
1204,yeah thanks, casino ,Drama
1205,all right, casino ,Drama
1206,okay, casino ,Drama
1207,look i'll try to find out what the hell's goin' on when i see him i'll talk to him, casino ,Drama
1208,he gives a fuck what i do, casino ,Drama
